Title,Company,Address,Activity Type,About,General Lead Summary,Estimated New Jobs,Timeframe,Created
"Prime 6  - Buckhannon, West Virginia  -  -",Prime 6 ,"Buckhannon, West Virginia, 26201, United States",New Construction,"Prime 6 is a company known for its high-performance charcoal and wood logs. The company gained attention after appearing on Shark Tank, where it secured funding to expand its operation

","Prime 6, a biofuels products manufacturer, is establishing a $35 million manufacturing facility in Buckhannon, West Virginia, creating 75 jobs in Upshur County. The new facility, set to begin operations soon, will produce sustainable biochar, a clean, high-performing alternative fuel. The investment underscores West Virginia’s historic connection to the wood industry and its potential for sustainable business growth.",75,Current,"By SmartSuite Form on Oct 21, 2024"
"Exxel Outdoors - Tupelo, Mississippi  -  -",Exxel Outdoors,"Tupelo, Mississippi, United States",New Facility,"Exxel Outdoors is a leading provider of high-quality outdoor recreation products, serving both commercial and military markets. The company is known for its innovative products and global reach ","Exxel Outdoors is relocating its warehousing and distribution operations to Tupelo, Mississippi, as part of a $2 million project expected to create 40 jobs. The move will position the company closer to its customer base and strengthen its logistics capabilities. Supported by the Mississippi Development Authority’s MFLEX tax incentive program and assistance from Lee County, the new facility will help Exxel, known for its outdoor recreation and military products, integrate into the region's business community. Exxel’s brand portfolio includes Kelty, Sierra Designs, and Slumberjack, among others.",40,Undetermined,"By SmartSuite Form on Oct 21, 2024"
"Camco Chemical Co. - Florence, Kentucky  -  -",Camco Chemical Co.,"Florence, Kentucky, United States",Expansion,"Camco Chemical Co. is a chemical manufacturing and fulfillment provider serving industries such as industrial, commercial, and consumer goods. Founded in Fort Thomas, Kentucky, in the 1960s, the company is family-owned and has been expanding its operations recently 

","Camco Chemical Co. is expanding its manufacturing operations in Florence, Kentucky, with a $3 million investment that will create 30 jobs. The project includes upgrades to the company's 586,000-square-foot facility, focusing on enhancing liquid bottling capacity for commercial and consumer markets. Scheduled for completion by mid-2025, the expansion aims to meet growing demand for Camco’s manufacturing and fulfillment services.",30,2025 - 2nd Quarter ,"By SmartSuite Form on Oct 21, 2024"
"APackaging Group (APG) - Defiance, Ohio  -  -",APackaging Group (APG),"Defiance, Ohio, United States",Expansion,"APackaging Group (APG) is a leading company in the cosmetic and beauty packaging industry, known for its innovative solutions and global presence. Founded by Helga Arminak, APG offers high-quality products and has recently expanded its operations with a new facility in Ohio 

","APackaging Group (APG), a leader in cosmetic packaging, is opening a new fully integrated facility in Defiance, Ohio. This expansion will reduce production lead times by over five weeks and eliminate the 25% tariff on goods produced in China. The facility will offer R&D, manufacturing, filling, and packaging services, creating a more efficient and sustainable supply chain. Supported by the state of Ohio, APG plans to hire 135 employees. Founded by Helga Arminak, APG aims to provide innovative, cost-effective packaging solutions to the beauty industry, enhancing its global operations beyond California and Asia.",135,Undetermined,"By SmartSuite Form on Oct 21, 2024"
"Grainger - Hockley, Texas  -  -",Grainger,"Hockley, Texas, 77447, United States",New Construction,"W.W. Grainger, Inc. is a leading business-to-business organization specializing in industrial supplies and services. The company offers a wide range of products including safety, material handling, and : W.W. Grainger, Inc. is a leading business-to-business organization specializing in industrial supplies and services. The company offers a wide range of products including safety, material handling, and metalworking products, as well as inventory management services 

","Hines has begun construction on Grainger’s 1.2 million-square-foot distribution center in Hockley, Texas, slated for completion in 2026. This facility will be one of Grainger’s largest, employing around 400 people in its first year. The center will double Grainger’s available industrial supply inventory in the region, expanding to up to 300,000 items. Located on 108 acres near Interstate 290, the Class A building will include 36-foot clear heights, 52- by 50-foot column spacing, and 740 car parking spaces, enhancing Grainger’s distribution capabilities in the Houston area",400,2026 + ,"By SmartSuite Form on Oct 21, 2024"
"Salad Days Produce  - Madison, Mississippi  -  -",Salad Days Produce ,"Madison, Mississippi, 39110, United States",Expansion,"Salad Days Produce is a company that specializes in the production and distribution of high-quality, locally-grown produce. They focus on sustainable farming practices to ensure fresh and healthy fruits and vegetables for their customers. The company serves a variety of clients, including restaurants, grocery stores, and farmers' markets, offering seasonal produce with an emphasis on freshness and environmental responsibility.






","Salad Days Produce, a hydroponic lettuce producer, is expanding its operations in Madison County, Mississippi, with an $8.18 million investment. The expansion includes a new 65,000-square-foot Controlled-Environment Agriculture facility at Flora Industrial Park, which will allow the company to meet increased demand from grocery chains and regional distributors. The project is expected to create 12 jobs and be completed by July 2025. Supported by the Mississippi Flexible Tax Incentive (MFLEX) program, the expansion will boost local food-service markets and enhance Salad Days’ reputation as a supplier of high-quality, pesticide-free produce.

",12,2025 - 3rd Quarter,"By SmartSuite Form on Oct 21, 2024"
"The Macomb Group - Sterling Heights, Michigan  -  -",The Macomb Group,"Sterling Heights, Michigan, United States",Expansion,"The Macomb Group is a leading wholesale distributor of pipe, valves, and fittings (PVF), operating across 10 states with 29 branches. They provide products and services to various industries ","The Macomb Group, a distributor of pipe, valves, and fittings, has acquired Leonhardt Pipe & Supply, Inc., based in Huntersville, North Carolina. Leonhardt, founded in 1998, specializes in fire protection products, fabrication, and service, with operations in North Carolina, South Carolina, and Georgia. This acquisition strengthens The Macomb Group's Fire & Fabrication Division, expanding its production capabilities across several states. The move follows the group's recent expansion of its Charlotte warehouse and previous acquisitions in New Jersey and Ohio. Terms of the transaction were not disclosed.",,Undetermined,"By SmartSuite Form on Oct 21, 2024"
"Mobis Parts America (Hyundai) - Montgomery, Alabama  -  -",Mobis Parts America (Hyundai),"Montgomery, Alabama, United States",New Facility,"Hyundai Mobis is a global automotive supplier specializing in modules and parts manufacturing, focusing on autonomous driving, connectivity, and electrification. As a key player in the automotive industry, Hyundai Mobis aims to lead in the era of smart mobility by developing innovative technologies ","MOBIS, an automobile parts supplier, has broken ground on a new $52 million facility in Montgomery, near Hope Hull. The 400,000-square-foot warehouse will create 27 new jobs and store replacement parts for Hyundai and Kia vehicles. This expansion is part of MOBIS’s continued investment in the region, which now totals over $500 million and has generated more than 1,500 jobs since its initial investment 20 years ago. The new facility is expected to be completed by August 2025, reinforcing Montgomery’s role as a hub for automotive manufacturing.",27,2025 - 3rd Quarter,"By SmartSuite Form on Oct 21, 2024"
"Birla Carbon - Orangeburg, South Carolina  -  -",Birla Carbon,"Orangeburg, South Carolina, United States",New Facility,"Birla Carbon is a leading global manufacturer and supplier of carbon black, a crucial raw material used in various industries. It is a flagship business of the Aditya Birla Group and serves industries such as tires, rubber goods, plastics, paints, and coatings. Birla Carbon operates several manufacturing facilities worldwide and focuses on innovation, sustainability, and quality in carbon black production. Their products enhance the strength, durability, and performance of materials in a wide range of applications. Additionally, the company emphasizes environmental responsibility and sustainable practices in its operations.






","Birla Carbon, a global manufacturer of carbon solutions, is establishing a new synthetic graphite production facility in Orangeburg, South Carolina, with a $1 billion investment. This 435,000-square-foot facility, located at the Tri-County Industrial Site, will produce anode active materials to support over 40-gigawatt hours of battery plants. The project is expected to create 124 new jobs, with operations set to begin in 2026. Supported by job development credits, this expansion reflects Birla Carbon’s commitment to meeting the growing demand for electric vehicle and energy storage markets.

",124,2026 + ,"By SmartSuite Form on Oct 21, 2024"
"Southland Steel Fabricators Inc. - Greensburg, Louisiana  -  -",Southland Steel Fabricators Inc.,"251 Greensburg Street, Greensburg, Louisiana, 70441, United States",Expansion,"Southland Steel Fabricators Inc. is a company specializing in steel fabrication services. They provide structural steel products and services, including detailing, fabrication, and erection, for various industries such as commercial, industrial, and infrastructure projects. The company focuses on delivering high-quality steel components and solutions tailored to meet the needs of large-scale construction projects. Their expertise encompasses complex steel structures, custom designs, and precision engineering, making them a key player in the construction and steel fabrication sectors.






","Southland Steel Fabricators Inc., an industrial steel fabrication company, is expanding its operations in St. Helena Parish, Louisiana, with a $25 million investment. The project will add 100,000 square feet of production space and advanced welding technology at the company’s facility on 251 Greensburg Street. Expected to create 80 jobs over the next three years, construction is set to begin by mid-2025. Supported by state incentives, including a $2.5 million grant, this expansion reflects Southland's commitment to local economic growth and its long-standing presence in Louisiana since 1986.

",80,Undetermined,"By SmartSuite Form on Oct 21, 2024"
"Able Medical Devices  - Gwinn, Michigan  -  -",Able Medical Devices ,"512 4th Street, Gwinn, Michigan, 49841, United States",Expansion,"Able Medical Devices is a company that specializes in designing, developing, and manufacturing advanced surgical instruments and implants, primarily for the orthopedic and spine markets. They focus on providing medical device solutions that enhance surgical procedures and improve patient outcomes. Their services include engineering, regulatory support, and full-scale production capabilities, catering to the needs of the healthcare industry.






","Able Medical Devices, a manufacturer of precision-machined surgical implants and instruments, is expanding its operations in Marquette County, Michigan, with a $13 million investment. The expansion includes the construction of a new 30,000-square-foot manufacturing facility and is expected to create 40 jobs. Supported by a $500,000 Michigan Business Development Program grant, the project highlights the region's growing role in advanced manufacturing. This expansion underscores the company's commitment to the local economy and the broader medical devices industry in Michigan.

",40,Undetermined,"By SmartSuite Form on Oct 21, 2024"
"Shinsung Petrochemical - , Georgia  -  -",Shinsung Petrochemical,"Georgia, United States",New Facility,"Shinsung Petrochemical is a company that operates in the chemical and petrochemical industry, primarily focused on producing and supplying various petrochemical products. These products are typically used as raw materials in industries such as plastics, textiles, automotive, and construction. Shinsung specializes in manufacturing chemicals like synthetic resins, adhesives, solvents, and other derivatives used in industrial applications. Their operations likely include processes like polymerization, distillation, and refining to produce high-quality petrochemical products for both domestic and international markets.






","Shinsung Petrochemical, an automotive supplier specializing in adhesives and sealants, is establishing a manufacturing facility in Toombs County, Georgia, with an $11.2 million investment. The new facility, located at 1407 Highway 1 North in Lyons, will create 30 jobs and serve nearby automotive manufacturers, including Hyundai. This investment is part of Georgia's broader initiative to support rural community development, which has attracted significant investment and job creation across the state. The project is supported by local economic authorities and state partners, contributing to the region's growing network of automotive suppliers.

",30,Undetermined,"By SmartSuite Form on Oct 21, 2024"
"Morinaga (HI-CHEW) - Mebane, North Carolina  -  -",Morinaga (HI-CHEW),"4391 Wilson Road, Mebane, North Carolina, 27302, United States",Expansion,"Morinaga is a Japanese confectionery company best known for producing HI-CHEW, a popular fruit-flavored chewy candy. Founded in 1899, Morinaga has expanded its operations globally, offering a variety of sweets, snacks, and beverages. HI-CHEW, one of its flagship products, is famous for its soft texture and long-lasting flavor, available in numerous varieties such as strawberry, grape, and mango. The company focuses on high-quality ingredients and innovative production techniques, making HI-CHEW a well-loved treat worldwide. Morinaga's diverse product line includes chocolates, cookies, and other confectioneries.






","Morinaga, the company behind HI-CHEW candies, is constructing its second North American manufacturing plant in Mebane, North Carolina. The $100,000 investment, supported by the One North Carolina Fund, will create 204 full-time jobs by 2030, with operations starting in January 2027. This expansion follows two years of negotiations between the state and the company, influenced by factors such as logistics and cost advantages. The project is expected to generate $7 million in property tax revenue over the next decade and provide well-paying jobs, with average wages of $48,900 annually.

",204,2026 + ,"By SmartSuite Form on Oct 21, 2024"
"Sheetz  - Findlay, Ohio  -  -",Sheetz ,"Findlay, Ohio, 45840, United States",New Facility,"Sheetz is an American chain of convenience stores and coffee shops that offers a wide range of products, including made-to-order food, beverages, and convenience items. Founded in 1952, Sheetz operates primarily in the Mid-Atlantic region, with locations across states like Pennsylvania, Virginia, West Virginia, Maryland, Ohio, and North Carolina. Known for its 24/7 service, Sheetz offers a unique blend of convenience store products along with fast food options such as sandwiches, salads, and snacks, made through touchscreen ordering systems. It has a reputation for innovation and customer service, aiming to provide a quick and efficient shopping and dining experience.






","Sheetz, a gas station and convenience store chain, has begun construction on a $169 million distribution center in Findlay, Ohio. This new facility is expected to create over 700 jobs within the next five years and will serve as a hub for food preparation and distribution services. Scheduled to open in 2026, the center will support Sheetz's growing presence in Ohio and Michigan. The project is backed by local, county, and state leaders, and the company currently operates over 750 locations across several states, including 109 in Ohio.

",700,2026 + ,"By SmartSuite Form on Oct 21, 2024"
"Aura Aero - Daytona Beach, Florida  -  -",Aura Aero,"Daytona Beach, Florida, United States",Expansion,"Aura Aero is a French aerospace company that specializes in designing and manufacturing electric and hybrid-electric aircraft. It focuses on sustainable aviation solutions, with a mission to reduce the environmental impact of air travel through innovative technology. Aura Aero develops both regional and general aviation aircraft, including the fully electric ""Integral"" series, aimed at reducing emissions while maintaining high performance standards. The company is also involved in advancing next-generation aviation technologies, contributing to the shift toward greener aviation solutions.






","French start-up Aura Aero plans to build a manufacturing and assembly plant at Daytona Beach International Airport, Volusia County, Florida. The facility will produce 100 of its 19-seater hybrid-electric regional aircraft (ERA) per year, with construction starting in 2026 and operations beginning in Q4 2028. The project will create over 1,000 high-paying jobs, strengthening the local economy and positioning the region as a hub for advanced technology. This expansion follows significant financial backing, including investments from Electricite de France (EDF) and the European Innovation Council, aimed at accelerating hybrid-electric aircraft development.

",1000,2026 + ,"By SmartSuite Form on Oct 21, 2024"
"Pella Corporation  - Gettysburg, Pennsylvania  -  -",Pella Corporation ,"2000 Proline Place, Gettysburg, Pennsylvania, 17325, United States",Expansion,"Pella Corporation is a leading manufacturer of windows and doors, offering a wide range of products for both residential and commercial buildings. Founded in 1925 and headquartered in Pella, Iowa, the company is known for its innovative designs, energy-efficient solutions, and high-quality craftsmanship. Pella serves customers across the United States through its network of showrooms and dealers, providing wood, fiberglass, and vinyl windows and doors tailored to meet various architectural and aesthetic needs. The company focuses on sustainability and is recognized for its commitment to reducing environmental impact.






","Pella Corporation, a manufacturer of windows and doors, is nearing the completion of a 66,000-square-foot expansion to its factory in Straban Township, just east of Gettysburg. This expansion, expected to finish by the end of October, will increase the facility’s total size to 330,791 square feet and improve operational efficiencies by consolidating its operations under one roof. The company, which operates 18 manufacturing facilities and 250 showrooms across the U.S., is headquartered in Pella, Iowa, and employs over 10,000 people nationwide.

",,Current,"By SmartSuite Form on Oct 21, 2024"
"Sofidel  - Duluth, Minnesota  -  -",Sofidel ,"100 North Central Avenue, Duluth, Minnesota, 55807, United States",Expansion,"Sofidel is an Italian company that specializes in the production of tissue paper for hygienic and domestic use, such as toilet paper, kitchen towels, napkins, and facial tissues. It is one of the largest tissue paper manufacturers globally, with a strong commitment to sustainability and environmental responsibility. Founded in 1966, Sofidel operates in multiple countries, including the U.S., and focuses on reducing its environmental footprint by adopting eco-friendly production processes and minimizing carbon emissions. Their products are distributed under various brand names, including their well-known brand ""Regina.""






","Sofidel, a global tissue paper manufacturer, is investing $200 million to expand its operations in Duluth, Minnesota. This project will triple its workforce, adding 160 new jobs with support from a $5 million state grant. The expansion will transform the facility into an advanced production plant for tissue products such as paper towels and bath tissues, alongside an automated warehouse. Construction will begin in late 2024 and continue through 2026. This investment highlights Sofidel's commitment to growth in North America and strengthens Minnesota's manufacturing sector.

",160,Current,"By SmartSuite Form on Oct 21, 2024"
"Form Energy - Weirton, West Virginia  -  -",Form Energy,"1725 Main Street, Weirton, West Virginia, 26062, United States",Expansion,"Form Energy is an American energy technology company that specializes in developing and commercializing long-duration energy storage solutions. The company's primary focus is on creating iron-air batteries, which can store renewable energy, like wind and solar, for extended periods (up to 100 hours). This technology is seen as a breakthrough in addressing the intermittency of renewable energy sources and helping to stabilize the grid as more renewable energy is integrated into the power system.","Form Energy is expanding its recently opened Form Factory 1, located on the site of the former Weirton Steel mill in Weirton, West Virginia. The expansion, set to be completed by the end of 2025, will enable the company to scale up production of its iron-air batteries and create more jobs. The site holds historical significance, and Form Energy is committed to preserving parts of the old mill's structure, incorporating its legacy into the new facility. The expansion continues the site's transformation from a former steel production hub into a center for innovative energy solutions.

",,2025 - 4th Quarter,"By SmartSuite Form on Oct 21, 2024"
"Polyglass U.S.A. Inc. - Waco, Texas  -  -",Polyglass U.S.A. Inc.,"1701 Exchange Parkway, Waco, Texas, 76712, United States",Expansion,"Polyglass U.S.A., Inc. is a leading manufacturer of roofing and waterproofing products. The company specializes in the production of modified bitumen membranes, self-adhered roofing membranes, and elastomeric roof coatings. They cater to both commercial and residential construction sectors and are known for their innovative technologies in building envelope solutions. Polyglass is part of the Mapei Group, an international leader in construction chemical products, and has multiple manufacturing facilities across the United States. They focus on sustainability, quality, and long-lasting performance in their product offerings.","Polyglass U.S.A. Inc. has completed a $31 million expansion of its manufacturing facility in Waco, Texas. The project includes a new production line, a 100,000-square-foot warehouse addition, and various site improvements, aimed at increasing production capacity and operational efficiency to meet growing customer demand. The expansion was a collaborative effort involving Corporate Contractors, Inc., and Zenith Roofing & Waterproofing. In addition to enhancing the facility’s capabilities, the project contributes to the economic growth of the Waco area and strengthens Polyglass' presence in the region.

",,Undetermined,"By SmartSuite Form on Oct 21, 2024"
"Pikalo Foods LLC - New Haven, Connecticut  -  -",Pikalo Foods LLC,"145 Hamilton Street, New Haven, Connecticut, 06511, United States",Expansion,"Pikalo Foods, LLC is a food and beverage company that operates as a restaurant and catering service. Pikalo Foods is known for its empanadas, sandwiches, and other Latin-inspired dishes, often serving as a popular spot for fast-casual dining. The company emphasizes fresh ingredients and a diverse menu, offering a range of flavors influenced by Latin American cuisine. It is typically recognized as a local establishment, often providing catering for events as well. The specific nature of its services can vary depending on its location.






","Pikalo Foods, a family-operated empanada business from Yonkers, New York, has expanded its operations by leasing a 20,280-square-foot light industrial building at 145 Hamilton St., New Haven, Connecticut. The lease, brokered by Carl Russell and Chris Nolan of Pearce Real Estate, supports Pikalo Foods' growing wholesale empanada business, which supplies delis, markets, and restaurants across the Northeast. The company, founded in 2021, has rapidly grown from a single restaurant to a major food supplier. This expansion marks a significant milestone in Pikalo’s continued growth

",,Current,"By SmartSuite Form on Oct 21, 2024"
"Kangaroo Brands  - Milwaukee, Wisconsin  -  -",Kangaroo Brands ,"7620 North 81st Street, Milwaukee, Wisconsin, 53223, United States",Expansion,"Kangaroo Brands, Inc. is a food manufacturing company known for its production of pita bread and sandwich products. The company specializes in creating high-quality, convenient, and healthy food options, particularly in the form of pita pocket bread, flatbreads, and various pita-based products. Kangaroo Brands focuses on offering versatile products for use in sandwiches, wraps, and other meals that appeal to both individual consumers and food service clients. They emphasize quality, and convenience, and often cater to health-conscious consumers by offering products with minimal ingredients.","Kangaroo Brands, a Milwaukee-based manufacturer of specialty breads and frozen handheld sandwiches, recently completed an expansion that adds a second sandwich room and increases production capacity by 25%. The expansion supports the Sandwich Bros. of Wisconsin line and includes advanced equipment for sandwich assembly and packaging. This growth will create 50 new jobs over the next year, with positions in sandwich assembly, packaging, and other operational roles. Kangaroo, which prioritizes working with local Wisconsin vendors, currently employs 100 full-time and 70 contract workers.
",50,Undetermined,"By SmartSuite Form on Oct 21, 2024"
"Northwell Health - Melville, New York  -  -",Northwell Health,"40 Melville Park Road, Melville, New York, 11747, United States",Lease,"Northwell Health, New York’s largest healthcare provider, offers a comprehensive range of medical services, focusing on high-quality patient care, research, and community health improvement.","Northwell Health has leased 19,162 square feet of office space at 40 Melville Park Road in Melville for a new pharmacy fulfillment center and administrative offices. The lease, managed by Simone Development Companies, reflects Northwell Health's efforts to enhance its pharmacy distribution services. This new facility will support the healthcare provider's goal of ensuring efficient and timely pharmacy services. The deal was facilitated by Darren Leiderman of Colliers, representing Northwell Health, while Simone Development Companies handled the transaction on behalf of the landlord.",,Undetermined,"By SmartSuite Form on Oct 18, 2024"
"Arnet Pharmaceutical Corporation - Davie, Florida  -  -",Arnet Pharmaceutical Corporation,"2525 Davie Road, 330, Davie, Florida, 33317, United States",Expansion,"Arnet Pharmaceutical is a private label and contract manufacturing company located in South Florida USA with more than 45 years serving international customers in the manufacturing of health supplements,","Arnet Pharmaceutical, a private label and contract manufacturer of health supplements, has renewed and expanded its headquarters lease at Westport Business Park in Davie, Florida. The company, which produces a wide range of products including vitamins, supplements for joint and bone health, weight management, cognitive support, veterinary, and beauty products, has leased additional space to accommodate its operations.",,Undetermined,"By Matt Robbins on Oct 18, 2024"
"GCP Paper USA - Houston, Texas  -  -",GCP Paper USA,"Houston, Texas, United States",Lease,"GCP Paper USA is a leading manufacturer of paper products, including toilet paper, napkins, and kitchen towels. Headquartered in Houston, Texas, the company has expanded its operations to meet growing demand in the U.S. market","GCP Paper USA, a local manufacturer and distributor, has signed a lease for a 99,926-square-foot industrial space at Beltway North Commerce Center in North Houston. The property, which totals 251,220 square feet, includes 32-foot clear heights, a 130-foot truck court, three drive-in ramps, and 4,022 square feet of office space. Stream Realty Partners represented the landlord, High Street Logistics Properties, while CBRE represented GCP Paper USA in the lease negotiations.",,Undetermined,"By SmartSuite Form on Oct 18, 2024"
"Arcadia Cold - Crown Point, Indiana  -  -",Arcadia Cold,"Crown Point, Indiana, 46307, United States",New Facility,"Arcadia Cold specializes in providing third-party handling, storage, distribution and value-add services to the food industry and is the seventh-largest cold storage operator in the U.S., according to a release.","Saxum Real Estate has commenced the development of a 322,600-square-foot cold storage facility in Crown Point, Indiana, for Arcadia Cold. The facility will feature a 50-foot clear height, multiple dock doors, and temperature-controlled rooms ranging from minus 10 to 38 degrees Fahrenheit. FCL Builders is the general contractor for the project, which is expected to be completed by the second quarter of 2026. Arcadia Cold, a major player in third-party food storage and distribution, is the seventh-largest cold storage operator in the U.S.",,Undetermined,"By SmartSuite Form on Oct 18, 2024"
"Kingspan Roofing + Waterproofing (Kingspan Group) - Cumberland, Maryland  -  -",Kingspan Roofing + Waterproofing (Kingspan Group),"Cumberland, Maryland, 21502, United States",New Facility,"Kingspan Group, the parent company of Kingspan Roofing + Waterproofing, was founded in the 1960s and has grown into a global leader in high-performance insulation and building solutions","Kingspan Roofing + Waterproofing, part of the global Kingspan Group, plans to open manufacturing operations in Cumberland, Maryland. The facility, covering 348,000 square feet, will focus on producing energy-efficient roofing and waterproofing components. This initiative is expected to create 95 jobs over the next five years. Supported by a $1 million state grant and additional local funding, the project includes constructing a secondary railway line to connect the site with CSX railway. This expansion aligns with Maryland's goals to boost manufacturing and foster economic growth, particularly in rural areas like Allegany County.",95,Undetermined,"By SmartSuite Form on Oct 18, 2024"
"Flexopack USA Inc. (Flexopack International Limited) - Lebanon, Pennsylvania  -  -",Flexopack USA Inc. (Flexopack International Limited),"3010 Hanford Drive, Lebanon, Pennsylvania, 17046, United States",New Facility,"Flexopack USA Inc. is a subsidiary of the Greek manufacturer Flexopack International Limited, specializing in the wholesale distribution of flexible packaging materials. The company was established on April 13, 2020, and is headquartered in the State of Delaware, USA. The company serves as the primary packaging supplier for Bell & Evans, a Pennsylvania-based poultry compa","Flexopack USA, a subsidiary of Greece-based Flexopack International Limited, is planning to establish a 107,000-square-foot manufacturing facility in North Lebanon Township, Pennsylvania. This expansion will create 64 jobs and solidify Flexopack’s presence in the U.S. market as a packaging supplier, especially for its partner Bell & Evans, a poultry company. ",64,Undetermined,"By Matt Robbins on Oct 18, 2024"
"TCA Logistics  - Jacksonville, Florida  -  -",TCA Logistics ,"5885 Mining Terrace, Jacksonville, Florida, 32257, United States",Lease,"TCA Logistics Corp. is a leading international freight transport company specializing in road, air, and ocean freight services. Founded in 2014, the company operates a network of 11 warehouses across the East Coast and Southern California, providing comprehensive logistics solutions to various industries","TCA Logistics, a company specializing in shipping exercise and fitness equipment, has leased a 33,000-square-foot warehouse in South Jacksonville at 5885 Mining Terrace Road. The warehouse will serve as a regional distribution center, set to open on November 1, 2024. TCA signed a five-year lease with Redfearn Capital, a private equity commercial real estate firm. The building was recently acquired by Angelo, Gordon & Co. of New York City, which purchased it in May 2024 for $4.7 million. The warehouse features four dock doors, office space, and outdoor storage.",,Current,"By Matt Robbins on Oct 14, 2024"
"Mozee - Arlington, Texas  -  -",Mozee,"Arlington, Texas, United States",New Facility,Mozee Inc. is an innovative autonomous mobility company that is making significant strides in the field of self-driving transportation. ,"Mozee, an autonomous vehicle manufacturer, will move its headquarters and manufacturing facility from Dallas to Arlington, Texas. The Arlington City Council approved an agreement with the company to establish an 87,254-square-foot plant where Mozee will produce 12-passenger autonomous shuttles. The facility will also incorporate 3D printing for parts and feature Mozee’s proprietary Sensei software. The company plans to create over 100 new jobs, offering salaries averaging $100,000, and aims to collaborate with the University of Texas at Arlington for engineering and workforce development. Mozee’s relocation is part of its plan to scale production to meet growing demand.",100,Undetermined,"By SmartSuite Form on Oct 10, 2024"
"Hershey Company - , Pennsylvania  -  -",Hershey Company,"Pennsylvania, United States",New Facility,"The Hershey Company is a global snacking company that makes chocolate, sweets, mints, and other treats. The company owns over 90 brands, including Hershey's, Reese's, Kit Kat, Jolly Rancher, Ice Breakers, SkinnyPop, and Pirate's Booty. The company has nearly 20,500 full-time and part-time employees globally.","The Hershey Company is set to begin candy production at its new 250,000-square-foot plant in Derry Township in early 2025. This facility, built on 55 acres near the company’s existing Hershey West and H.B. Reese plants, is part of Hershey's multi-year investment strategy aimed at boosting production of its core brands like Reese's, Kit Kat, and Hershey's products. Despite recent challenges, including a 17% drop in sales and layoffs affecting less than 1% of its workforce, the company is moving forward to meet growing consumer demand for its snacks.",,Undetermined,"By SmartSuite Form on Oct 10, 2024"
"IDI Composites International - Noblesville, Indiana  -  -",IDI Composites International,"Noblesville, Indiana, United States",New Facility,"IDI Composites International (IDI) is a global company that manufactures and formulates thermoset molding compounds and composites. IDI's products are used in a variety of industries, including automotive, electrical, and construction","IDI Composites International has opened a new global headquarters and manufacturing facility in Noblesville, Indiana. The 120,000-square-foot facility includes corporate offices, manufacturing for sheet molding compound (SMC) and bulk molding compound (BMC), and the 3i Composites Technology Center for research and development. This new center doubles the company's SMC and BMC production capacity, incorporating operational innovations such as automated guided vehicles (AGVs) and efficient raw material storage. IDI's Noblesville site strengthens its global operations, which also include facilities in Mexico, Puerto Rico, France, the U.K., and China.",,Undetermined,"By SmartSuite Form on Oct 10, 2024"
"GTI Fabrication - Goodyear, Arizona  -  -",GTI Fabrication,"Goodyear, Arizona, United States",Lease,"GTI Fabrication is a privately-held company that specializes in custom modular structures, shipping container-based structures, and OEM manufacturing","GTI Fabrication, a battery casing manufacturer, has signed a six-year lease for a 530,307-square-foot building at Lakin Park in Goodyear, Arizona. This expansion is part of the company's focus on energy storage, an industry that has seen increased demand since the Covid-19 pandemic. The Phoenix metro area was selected as an ideal location for this growth.",,Undetermined,"By SmartSuite Form on Oct 10, 2024"
"Mart Group  - Rupert, Idaho  -  -",Mart Group ,"Rupert, Idaho, 83350, United States",New Facility,"Mart Group provides agricultural services and supplies, specializing in solutions for farmers and growers in the Idaho region to improve efficiency and crop productivity.","A new potato processing plant by Mart Group has opened in Rupert, Idaho, after more than two years of planning. The factory will produce various potato products, including a fully baked frozen potato called OH!Tatoes. CEO Julian Critchfield highlighted the logistical advantages of building the facility near their existing fresh packing plant. The plant is expected to boost the local economy by creating 80 jobs and contribute to Idaho's agricultural growth. The factory is in a startup phase, with full operations expected by the end of October, and products reaching shelves in 30 to 40 days.",80,Current,"By SmartSuite Form on Oct 5, 2024"
"Owens Corning - Wilmer, Texas  -  -",Owens Corning,"1690 East Pleasant Run Road, Wilmer, Texas, 75172, United States",Lease,"Owens Corning is a global leader in building and construction materials, known for its innovative products such as fiberglass composites, roofing shingles, and insulation. The company has been a Fortune 500 company since 2017, with operations in 37 countries and a commitment to sustainability. ","Owens Corning has signed a lease for a 292,680-square-foot industrial space at Core45 in Wilmer, Texas, a southern suburb of Dallas. The Ohio-based provider of roofing, insulation, and composite materials will occupy part of the two-building, 1.6 million-square-foot development. Core45 offers modern industrial features, including 40-foot clear heights, 286 dock doors, and extensive parking.",,Undetermined,"By Matt Robbins on Oct 4, 2024"
"CJ Logistics America  - New Century, Kansas  -  -",CJ Logistics America ,"New Century, Kansas, United States",New Facility," CJ Logistics America is a leading provider of global supply chain solutions, focusing on customer value through innovation and sustainability ","BGO and Yukon Real Estate Partners have started construction on a 291,000-square-foot cold storage warehouse in New Century, Kansas, about 30 miles from Kansas City. The facility, scheduled to open in the third quarter of 2025, is fully leased to CJ Logistics America and will primarily serve Flora Food Group. A conveyor bridge will connect the warehouse to Flora Food Group's adjacent production plant, streamlining product delivery for cold storage. The development will also have direct access to the BNSF Railway, allowing for efficient transportation across 85% of the U.S. within two days.",,Undetermined,"By Matt Robbins on Oct 4, 2024"
